dt,AverageTemperature,AverageTemperatureUncertainty,Country
1743-11-01,7.106,1.855,Belgium
1743-12-01,,,Belgium
1744-01-01,,,Belgium
1744-02-01,,,Belgium
1744-03-01,,,Belgium
1744-04-01,9.159,2.577,Belgium
1744-05-01,12.134,1.604,Belgium
1744-06-01,15.338,1.685,Belgium
1744-07-01,16.738,1.791,Belgium
1744-08-01,,,Belgium
1744-09-01,13.732000000000001,1.812,Belgium
1744-10-01,9.937999999999999,1.798,Belgium
1744-11-01,5.931,1.651,Belgium
1744-12-01,2.478,1.853,Belgium
1745-01-01,0.5940000000000001,1.841,Belgium
1745-02-01,0.908,1.629,Belgium
1745-03-01,4.0619999999999985,1.492,Belgium
1745-04-01,8.325,1.519,Belgium
1745-05-01,,,Belgium
1745-06-01,,,Belgium
1745-07-01,,,Belgium
1745-08-01,,,Belgium
1745-09-01,,,Belgium
1745-10-01,,,Belgium
1745-11-01,,,Belgium
1745-12-01,,,Belgium
1746-01-01,,,Belgium
1746-02-01,,,Belgium
1746-03-01,,,Belgium
1746-04-01,,,Belgium
1746-05-01,,,Belgium
1746-06-01,,,Belgium
1746-07-01,,,Belgium
1746-08-01,,,Belgium
1746-09-01,,,Belgium
1746-10-01,,,Belgium
1746-11-01,,,Belgium
1746-12-01,,,Belgium
1747-01-01,,,Belgium
1747-02-01,,,Belgium
1747-03-01,,,Belgium
1747-04-01,,,Belgium
1747-05-01,,,Belgium
1747-06-01,,,Belgium
1747-07-01,,,Belgium
1747-08-01,,,Belgium
1747-09-01,,,Belgium
1747-10-01,,,Belgium
1747-11-01,,,Belgium
1747-12-01,,,Belgium
1748-01-01,,,Belgium
1748-02-01,,,Belgium
1748-03-01,,,Belgium
1748-04-01,,,Belgium
1748-05-01,,,Belgium
1748-06-01,,,Belgium
1748-07-01,,,Belgium
1748-08-01,,,Belgium
1748-09-01,,,Belgium
1748-10-01,,,Belgium
1748-11-01,,,Belgium
1748-12-01,,,Belgium
1749-01-01,,,Belgium
1749-02-01,,,Belgium
1749-03-01,,,Belgium
1749-04-01,,,Belgium
1749-05-01,,,Belgium
1749-06-01,,,Belgium
1749-07-01,,,Belgium
1749-08-01,,,Belgium
1749-09-01,,,Belgium
1749-10-01,,,Belgium
1749-11-01,,,Belgium
1749-12-01,,,Belgium
1750-01-01,1.1709999999999998,1.386,Belgium
1750-02-01,5.49,2.146,Belgium
1750-03-01,8.131,2.544,Belgium
1750-04-01,8.927999999999997,1.3869999999999998,Belgium
1750-05-01,13.186,1.662,Belgium
1750-06-01,15.904000000000002,1.612,Belgium
1750-07-01,19.1,1.5930000000000002,Belgium
1750-08-01,17.114,1.3630000000000002,Belgium
1750-09-01,14.794,1.392,Belgium
1750-10-01,7.873000000000001,1.499,Belgium
1750-11-01,,,Belgium
1750-12-01,2.064,1.76,Belgium
1751-01-01,1.7990000000000002,1.784,Belgium
1751-02-01,0.07599999999999962,2.234,Belgium
1751-03-01,6.787000000000001,1.851,Belgium
1751-04-01,7.8969999999999985,1.48,Belgium
1751-05-01,,,Belgium
1751-06-01,16.459,1.753,Belgium
1751-07-01,17.529,1.463,Belgium
1751-08-01,17.394000000000002,1.337,Belgium
1751-09-01,13.232000000000001,1.3,Belgium
1751-10-01,,,Belgium
1751-11-01,,,Belgium
1751-12-01,,,Belgium
1752-01-01,1.864,2.568,Belgium
1752-02-01,,,Belgium
1752-03-01,6.0939999999999985,1.971,Belgium
1752-04-01,8.269,1.962,Belgium
1752-05-01,,,Belgium
1752-06-01,,,Belgium
1752-07-01,,,Belgium
1752-08-01,,,Belgium
1752-09-01,,,Belgium
1752-10-01,9.675,1.735,Belgium
1752-11-01,6.567,1.605,Belgium
1752-12-01,3.895,1.654,Belgium
1753-01-01,-1.215,8.118,Belgium
1753-02-01,2.443,3.353,Belgium
1753-03-01,6.837999999999999,3.809,Belgium
1753-04-01,8.825999999999997,7.752000000000002,Belgium
1753-05-01,13.042,1.974,Belgium
1753-06-01,17.602,3.58,Belgium
1753-07-01,18.072,2.269,Belgium
1753-08-01,16.203,7.875,Belgium
1753-09-01,14.761,1.47,Belgium
1753-10-01,10.332,1.588,Belgium
1753-11-01,4.143000000000002,3.219,Belgium
1753-12-01,2.438,5.013,Belgium
1754-01-01,1.093,2.211,Belgium
1754-02-01,0.8969999999999998,4.269,Belgium
1754-03-01,2.165,4.1389999999999985,Belgium
1754-04-01,7.84,8.067,Belgium
1754-05-01,13.905,3.678,Belgium
1754-06-01,16.028,1.493,Belgium
1754-07-01,16.517,3.196,Belgium
1754-08-01,17.547,5.263,Belgium
1754-09-01,14.143,3.577,Belgium
1754-10-01,10.921,2.432,Belgium
1754-11-01,6.155,2.351,Belgium
1754-12-01,2.444,2.934,Belgium
1755-01-01,-2.7350000000000003,6.318,Belgium
1755-02-01,-1.2839999999999998,4.779,Belgium
1755-03-01,4.047,4.883,Belgium
1755-04-01,11.664000000000001,5.379,Belgium
1755-05-01,12.235,3.984,Belgium
1755-06-01,18.33,3.901,Belgium
1755-07-01,17.669,2.086,Belgium
1755-08-01,15.794,3.309,Belgium
1755-09-01,13.288,1.187,Belgium
1755-10-01,9.271,8.104,Belgium
1755-11-01,5.287000000000001,8.196,Belgium
1755-12-01,3.0610000000000004,8.91,Belgium
1756-01-01,4.093,5.917000000000002,Belgium
1756-02-01,4.148,4.726,Belgium
1756-03-01,5.409,7.982,Belgium
1756-04-01,7.132999999999999,3.008,Belgium
1756-05-01,11.811,6.6370000000000005,Belgium
1756-06-01,17.739,3.5660000000000003,Belgium
1756-07-01,18.365,2.79,Belgium
1756-08-01,16.576999999999998,10.429,Belgium
1756-09-01,15.312000000000001,3.787,Belgium
1756-10-01,9.312,3.877,Belgium
1756-11-01,3.412,5.079,Belgium
1756-12-01,-0.5350000000000001,3.219,Belgium
1757-01-01,-1.1869999999999998,2.967,Belgium
1757-02-01,2.0780000000000003,4.847,Belgium
1757-03-01,4.948,4.567,Belgium
1757-04-01,9.324,7.127999999999999,Belgium
1757-05-01,12.848,4.079,Belgium
1757-06-01,16.984,4.488,Belgium
1757-07-01,20.789,7.632999999999999,Belgium
1757-08-01,17.645,5.562,Belgium
1757-09-01,13.368,9.234,Belgium
1757-10-01,6.409000000000002,12.351,Belgium
1757-11-01,6.164,5.7879999999999985,Belgium
1757-12-01,1.2869999999999997,11.202,Belgium
1758-01-01,-1.6989999999999998,2.638,Belgium
1758-02-01,2.2230000000000003,3.974,Belgium
1758-03-01,5.496,5.371,Belgium
1758-04-01,7.56,9.336,Belgium
1758-05-01,14.724,6.299,Belgium
1758-06-01,16.893,6.0920000000000005,Belgium
1758-07-01,15.450999999999999,9.605,Belgium
1758-08-01,17.471,8.281,Belgium
1758-09-01,12.915999999999999,4.081,Belgium
1758-10-01,8.209,12.86,Belgium
1758-11-01,4.913,10.234,Belgium
1758-12-01,2.815,6.63,Belgium
1759-01-01,3.531,7.149,Belgium
1759-02-01,4.4030000000000005,8.911,Belgium
1759-03-01,6.132999999999999,3.74,Belgium
1759-04-01,9.208,6.796,Belgium
1759-05-01,12.741,3.763,Belgium
1759-06-01,16.686,7.0139999999999985,Belgium
1759-07-01,19.909000000000002,5.393,Belgium
1759-08-01,17.718,8.261000000000001,Belgium
1759-09-01,14.681,7.154,Belgium
1759-10-01,11.037,5.399,Belgium
1759-11-01,2.5900000000000003,7.261,Belgium
1759-12-01,-0.27200000000000024,10.787,Belgium
1760-01-01,-0.42900000000000027,5.555,Belgium
1760-02-01,1.7259999999999998,3.948,Belgium
1760-03-01,4.1709999999999985,10.598,Belgium
1760-04-01,9.739999999999998,7.807,Belgium
1760-05-01,13.164000000000001,4.829,Belgium
1760-06-01,17.076,2.84,Belgium
1760-07-01,17.782,5.045,Belgium
1760-08-01,16.697,8.961,Belgium
1760-09-01,15.251,6.322,Belgium
1760-10-01,9.857999999999999,5.666,Belgium
1760-11-01,5.761,3.839,Belgium
1760-12-01,5.032,3.299,Belgium
1761-01-01,0.7229999999999999,8.216000000000001,Belgium
1761-02-01,4.502,4.163,Belgium
1761-03-01,7.343,1.646,Belgium
1761-04-01,8.692,4.673,Belgium
1761-05-01,14.387,5.6629999999999985,Belgium
1761-06-01,17.081,2.546,Belgium
1761-07-01,17.77,6.682,Belgium
1761-08-01,18.499000000000002,3.469,Belgium
1761-09-01,15.458,4.327,Belgium
1761-10-01,7.742999999999999,5.869,Belgium
1761-11-01,5.0489999999999995,2.408,Belgium
1761-12-01,-0.5780000000000003,2.062,Belgium
1762-01-01,3.1510000000000002,2.878,Belgium
1762-02-01,2.071,9.217,Belgium
1762-03-01,2.5180000000000002,5.669,Belgium
1762-04-01,11.368,4.371,Belgium
1762-05-01,14.406,7.077000000000001,Belgium
1762-06-01,16.418,7.5139999999999985,Belgium
1762-07-01,18.669,3.113,Belgium
1762-08-01,15.941,3.275,Belgium
1762-09-01,14.021,9.653,Belgium
1762-10-01,7.380000000000001,4.774,Belgium
1762-11-01,3.852,2.84,Belgium
1762-12-01,-1.0110000000000006,7.474,Belgium
1763-01-01,-3.5939999999999994,7.132999999999999,Belgium
1763-02-01,4.7780000000000005,5.707999999999998,Belgium
1763-03-01,4.097,8.275,Belgium
1763-04-01,8.103,2.046,Belgium
1763-05-01,11.43,3.37,Belgium
1763-06-01,15.905,6.91,Belgium
1763-07-01,17.391,2.34,Belgium
1763-08-01,17.904,3.45,Belgium
1763-09-01,13.380999999999998,3.125,Belgium
1763-10-01,7.992000000000001,7.331,Belgium
1763-11-01,4.94,4.023,Belgium
1763-12-01,4.205,2.335,Belgium
1764-01-01,4.502,6.182,Belgium
1764-02-01,4.741999999999999,3.495,Belgium
1764-03-01,3.869,4.345,Belgium
1764-04-01,8.102,5.303,Belgium
1764-05-01,14.675,8.392999999999999,Belgium
1764-06-01,15.709000000000001,3.526,Belgium
1764-07-01,18.641,6.143,Belgium
1764-08-01,16.15,1.696,Belgium
1764-09-01,12.684000000000001,5.766,Belgium
1764-10-01,8.086,3.141,Belgium
1764-11-01,4.513,3.606,Belgium
1764-12-01,1.7499999999999998,4.466,Belgium
1765-01-01,3.388,11.618,Belgium
1765-02-01,-0.5780000000000003,4.935,Belgium
1765-03-01,6.755,3.362,Belgium
1765-04-01,9.236,2.066,Belgium
1765-05-01,12.573,2.7510000000000003,Belgium
1765-06-01,16.744,3.573,Belgium
1765-07-01,16.163,4.748,Belgium
1765-08-01,17.49,3.1910000000000003,Belgium
1765-09-01,13.955,1.902,Belgium
1765-10-01,10.354,1.001,Belgium
1765-11-01,4.3069999999999995,4.061,Belgium
1765-12-01,0.4869999999999997,2.605,Belgium
1766-01-01,-1.7439999999999998,8.323,Belgium
1766-02-01,0.7419999999999998,4.559,Belgium
1766-03-01,4.933,3.264,Belgium
1766-04-01,10.155,3.971,Belgium
1766-05-01,13.118,2.079,Belgium
1766-06-01,16.206,8.324,Belgium
1766-07-01,17.218,4.6789999999999985,Belgium
1766-08-01,17.660999999999994,3.817,Belgium
1766-09-01,15.03,4.346,Belgium
1766-10-01,9.689,2.306,Belgium
1766-11-01,5.4350000000000005,5.979,Belgium
1766-12-01,0.8009999999999997,4.082,Belgium
1767-01-01,-3.943,7.825,Belgium
1767-02-01,5.632000000000001,9.067,Belgium
1767-03-01,5.31,9.46,Belgium
1767-04-01,7.2959999999999985,6.952000000000001,Belgium
1767-05-01,11.603,2.624,Belgium
1767-06-01,14.695,4.162,Belgium
1767-07-01,16.834,4.488,Belgium
1767-08-01,17.529,2.396,Belgium
1767-09-01,14.96,4.604,Belgium
1767-10-01,9.774,3.049,Belgium
1767-11-01,7.33,9.399,Belgium
1767-12-01,0.2959999999999998,6.2810000000000015,Belgium
1768-01-01,-1.5860000000000003,13.691,Belgium
1768-02-01,3.01,10.405,Belgium
1768-03-01,3.659,7.169,Belgium
1768-04-01,8.636000000000001,4.289,Belgium
1768-05-01,13.185,3.105,Belgium
1768-06-01,15.814,5.209,Belgium
1768-07-01,17.63,5.61,Belgium
1768-08-01,17.394000000000002,1.5630000000000002,Belgium
1768-09-01,13.17,5.249,Belgium
1768-10-01,9.4,5.075,Belgium
1768-11-01,5.769,6.331,Belgium
1768-12-01,2.6489999999999996,8.499,Belgium
1769-01-01,2.1180000000000003,7.1389999999999985,Belgium
1769-02-01,2.4,3.995,Belgium
1769-03-01,4.7429999999999986,6.15,Belgium
1769-04-01,8.992999999999997,7.041,Belgium
1769-05-01,12.762,10.182,Belgium
1769-06-01,14.777999999999999,5.4,Belgium
1769-07-01,17.647000000000002,6.409,Belgium
1769-08-01,16.65,6.142,Belgium
1769-09-01,14.292,1.389,Belgium
1769-10-01,6.415000000000001,3.076,Belgium
1769-11-01,5.926,1.6669999999999998,Belgium
1769-12-01,3.174,4.671,Belgium
1770-01-01,1.08,8.285,Belgium
1770-02-01,2.383,4.631,Belgium
1770-03-01,2.9010000000000002,5.631,Belgium
1770-04-01,6.510999999999999,13.248,Belgium
1770-05-01,12.732000000000001,1.957,Belgium
1770-06-01,15.085999999999999,4.793,Belgium
1770-07-01,16.715999999999998,9.284,Belgium
1770-08-01,17.959,5.268,Belgium
1770-09-01,15.843,4.177,Belgium
1770-10-01,9.113,5.77,Belgium
1770-11-01,5.492999999999999,7.9529999999999985,Belgium
1770-12-01,3.733,11.026,Belgium
1771-01-01,0.1609999999999998,8.967,Belgium
1771-02-01,0.8799999999999999,4.994,Belgium
1771-03-01,2.5380000000000003,9.068,Belgium
1771-04-01,5.334999999999999,8.057,Belgium
1771-05-01,15.095999999999998,12.974,Belgium
1771-06-01,15.497,3.387,Belgium
1771-07-01,17.519000000000002,2.049,Belgium
1771-08-01,16.061,2.928,Belgium
1771-09-01,14.124,2.285,Belgium
1771-10-01,9.839,1.654,Belgium
1771-11-01,4.0489999999999995,5.346,Belgium
1771-12-01,4.0760000000000005,4.977,Belgium
1772-01-01,0.30099999999999993,9.84,Belgium
1772-02-01,3.306,11.601,Belgium
1772-03-01,5.699,4.769,Belgium
1772-04-01,7.606999999999998,5.065,Belgium
1772-05-01,11.268,1.854,Belgium
1772-06-01,17.62,5.8610000000000015,Belgium
1772-07-01,17.721,3.418,Belgium
1772-08-01,17.503999999999998,5.135,Belgium
1772-09-01,15.295,3.905,Belgium
1772-10-01,11.800999999999998,3.087,Belgium
1772-11-01,7.131,6.477,Belgium
1772-12-01,3.257,4.439,Belgium
1773-01-01,3.45,2.018,Belgium
1773-02-01,0.825,3.837,Belgium
1773-03-01,5.151999999999999,2.564,Belgium
1773-04-01,8.695,3.996,Belgium
1773-05-01,12.76,4.087,Belgium
1773-06-01,15.872,1.872,Belgium
1773-07-01,16.905,2.552,Belgium
1773-08-01,17.796,2.59,Belgium
1773-09-01,14.731,2.177,Belgium
1773-10-01,10.714,1.861,Belgium
1773-11-01,5.789,7.979,Belgium
1773-12-01,3.8280000000000003,6.55,Belgium
1774-01-01,0.7340000000000001,9.482,Belgium
1774-02-01,3.322,8.379,Belgium
1774-03-01,6.9609999999999985,2.862,Belgium
1774-04-01,9.868,6.147,Belgium
1774-05-01,13.050999999999998,2.832,Belgium
1774-06-01,16.747,8.672,Belgium
1774-07-01,17.315,8.375,Belgium
1774-08-01,18.185,3.466,Belgium
1774-09-01,13.507,3.917,Belgium
1774-10-01,9.459,5.231,Belgium
1774-11-01,2.289,8.764,Belgium
1774-12-01,0.5159999999999996,5.997999999999998,Belgium
1775-01-01,2.115,5.671,Belgium
1775-02-01,5.629,5.1960000000000015,Belgium
1775-03-01,6.295,2.168,Belgium
1775-04-01,8.841000000000001,1.317,Belgium
1775-05-01,12.624,3.994,Belgium
1775-06-01,18.168,5.714,Belgium
1775-07-01,18.381,1.618,Belgium
1775-08-01,17.663,1.921,Belgium
1775-09-01,15.879000000000001,3.638,Belgium
1775-10-01,9.865,3.324,Belgium
1775-11-01,3.752,7.263,Belgium
1775-12-01,2.502,2.036,Belgium
1776-01-01,-4.147,7.202000000000001,Belgium
1776-02-01,3.9810000000000003,4.492,Belgium
1776-03-01,6.706,3.67,Belgium
1776-04-01,9.421,1.183,Belgium
1776-05-01,11.42,4.652,Belgium
1776-06-01,16.612000000000002,3.3760000000000003,Belgium
1776-07-01,18.694000000000003,3.274,Belgium
1776-08-01,17.541,4.893,Belgium
1776-09-01,13.653,3.609,Belgium
1776-10-01,10.137,3.354,Belgium
1776-11-01,4.836,6.94,Belgium
1776-12-01,2.047,3.745,Belgium
1777-01-01,-0.06300000000000018,4.587,Belgium
1777-02-01,0.4209999999999998,5.749,Belgium
1777-03-01,6.502000000000001,2.344,Belgium
1777-04-01,7.345999999999999,1.949,Belgium
1777-05-01,12.951,3.882,Belgium
1777-06-01,15.437999999999999,3.053,Belgium
1777-07-01,17.023,1.936,Belgium
1777-08-01,18.128,2.184,Belgium
1777-09-01,14.58,5.155,Belgium
1777-10-01,10.515,5.774,Belgium
1777-11-01,6.4639999999999995,2.465,Belgium
1777-12-01,0.7799999999999998,1.977,Belgium
1778-01-01,0.4529999999999999,3.014,Belgium
1778-02-01,1.1689999999999998,5.0139999999999985,Belgium
1778-03-01,5.063999999999999,4.65,Belgium
1778-04-01,10.024,1.5590000000000002,Belgium
1778-05-01,14.507,3.1860000000000004,Belgium
1778-06-01,16.729,6.644,Belgium
1778-07-01,20.183,1.051,Belgium
1778-08-01,18.624000000000002,4.431,Belgium
1778-09-01,12.714,1.569,Belgium
1778-10-01,8.109,7.499,Belgium
1778-11-01,6.361000000000001,5.013,Belgium
1778-12-01,5.3119999999999985,3.572,Belgium
1779-01-01,-1.2600000000000002,4.393,Belgium
1779-02-01,4.855,9.434,Belgium
1779-03-01,6.964,4.774,Belgium
1779-04-01,11.077,4.1610000000000005,Belgium
1779-05-01,14.511,2.227,Belgium
1779-06-01,15.555,4.4460000000000015,Belgium
1779-07-01,18.811,2.738,Belgium
1779-08-01,19.201,4.1960000000000015,Belgium
1779-09-01,16.444000000000003,2.654,Belgium
1779-10-01,11.995999999999999,3.87,Belgium
1779-11-01,5.893,3.062,Belgium
1779-12-01,4.196000000000001,10.536,Belgium
1780-01-01,-2.0340000000000003,4.814,Belgium
1780-02-01,0.5329999999999999,3.355,Belgium
1780-03-01,8.396,1.6,Belgium
1780-04-01,8.209999999999999,3.545,Belgium
1780-05-01,14.576999999999998,2.592,Belgium
1780-06-01,16.36,5.63,Belgium
1780-07-01,18.285999999999998,2.042,Belgium
1780-08-01,19.717,5.188,Belgium
1780-09-01,15.434000000000001,4.492,Belgium
1780-10-01,10.502,3.014,Belgium
1780-11-01,4.4110000000000005,2.914,Belgium
1780-12-01,0.7929999999999999,2.738,Belgium
1781-01-01,0.47,8.676,Belgium
1781-02-01,4.004,12.158,Belgium
1781-03-01,6.468,1.262,Belgium
1781-04-01,10.792,2.899,Belgium
1781-05-01,14.483,3.346,Belgium
1781-06-01,18.313,1.914,Belgium
1781-07-01,18.96,3.174,Belgium
1781-08-01,19.13,0.8390000000000001,Belgium
1781-09-01,15.624,6.787000000000001,Belgium
1781-10-01,9.395,1.536,Belgium
1781-11-01,5.3629999999999995,2.465,Belgium
1781-12-01,3.128,7.5379999999999985,Belgium
1782-01-01,3.625,4.65,Belgium
1782-02-01,-0.9130000000000004,9.526,Belgium
1782-03-01,4.1629999999999985,2.462,Belgium
1782-04-01,7.2109999999999985,4.92,Belgium
1782-05-01,11.7,4.343,Belgium
1782-06-01,17.793,3.015,Belgium
1782-07-01,18.930999999999997,5.528,Belgium
1782-08-01,16.703,4.003,Belgium
1782-09-01,14.587,4.027,Belgium
1782-10-01,7.683,4.77,Belgium
1782-11-01,1.6380000000000001,9.838,Belgium
1782-12-01,0.8559999999999997,6.492000000000001,Belgium
1783-01-01,3.608,9.483,Belgium
1783-02-01,4.593,5.306,Belgium
1783-03-01,3.508,3.16,Belgium
1783-04-01,10.014,1.775,Belgium
1783-05-01,13.489999999999998,5.907,Belgium
1783-06-01,17.404,1.901,Belgium
1783-07-01,20.763,2.356,Belgium
1783-08-01,18.103,2.675,Belgium
1783-09-01,14.886,4.838,Belgium
1783-10-01,10.345,4.8180000000000005,Belgium
1783-11-01,5.3580000000000005,3.026,Belgium
1783-12-01,-0.30699999999999994,3.24,Belgium
1784-01-01,-3.167,12.116,Belgium
1784-02-01,-0.7970000000000002,9.181,Belgium
1784-03-01,2.996,4.683,Belgium
1784-04-01,6.283999999999999,9.245,Belgium
1784-05-01,15.701999999999998,2.498,Belgium
1784-06-01,16.996,2.873,Belgium
1784-07-01,17.858,5.652,Belgium
1784-08-01,15.93,7.922999999999999,Belgium
1784-09-01,15.822000000000001,6.412000000000001,Belgium
1784-10-01,6.6000000000000005,5.55,Belgium
1784-11-01,5.662000000000001,2.888,Belgium
1784-12-01,-0.4289999999999998,3.335,Belgium
1785-01-01,1.069,5.313,Belgium
1785-02-01,-0.98,6.955,Belgium
1785-03-01,-0.07000000000000027,4.705,Belgium
1785-04-01,6.767,3.767,Belgium
1785-05-01,12.73,5.279,Belgium
1785-06-01,16.27,5.339,Belgium
1785-07-01,17.645,4.723,Belgium
1785-08-01,15.997,4.2330000000000005,Belgium
1785-09-01,15.902000000000001,2.289,Belgium
1785-10-01,9.356,3.349,Belgium
1785-11-01,5.0360000000000005,5.46,Belgium
1785-12-01,0.9229999999999998,2.639,Belgium
1786-01-01,1.922,3.059,Belgium
1786-02-01,2.109,2.64,Belgium
1786-03-01,1.618,7.607,Belgium
1786-04-01,9.746,4.585,Belgium
1786-05-01,12.694,4.6930000000000005,Belgium
1786-06-01,17.482,1.827,Belgium
1786-07-01,16.154,5.388,Belgium
1786-08-01,16.463,8.533999999999999,Belgium
1786-09-01,12.861,8.75,Belgium
1786-10-01,7.399,1.869,Belgium
1786-11-01,1.742,7.33,Belgium
1786-12-01,1.843,3.485,Belgium
1787-01-01,-0.31099999999999994,5.01,Belgium
1787-02-01,3.7260000000000004,4.901,Belgium
1787-03-01,7.108,4.586,Belgium
1787-04-01,7.853,3.3560000000000003,Belgium
1787-05-01,11.791,5.973,Belgium
1787-06-01,16.48,5.088,Belgium
1787-07-01,16.864,7.896,Belgium
1787-08-01,17.463,6.282,Belgium
1787-09-01,14.258,3.993,Belgium
1787-10-01,11.118,8.945,Belgium
1787-11-01,4.831,1.317,Belgium
1787-12-01,4.035,4.537,Belgium
1788-01-01,2.613,2.172,Belgium
1788-02-01,3.38,7.537000000000001,Belgium
1788-03-01,3.967,4.106,Belgium
1788-04-01,9.567,4.738,Belgium
1788-05-01,14.9,3.149,Belgium
1788-06-01,17.317,2.8680000000000003,Belgium
1788-07-01,19.099,5.0939999999999985,Belgium
1788-08-01,16.89,2.245,Belgium
1788-09-01,15.465,1.981,Belgium
1788-10-01,9.198,3.321,Belgium
1788-11-01,2.8139999999999996,3.78,Belgium
1788-12-01,-3.219,5.577000000000001,Belgium
1789-01-01,-1.1030000000000002,7.479,Belgium
1789-02-01,4.047,4.893,Belgium
1789-03-01,0.6919999999999993,4.893,Belgium
1789-04-01,8.264999999999999,3.346,Belgium
1789-05-01,15.226,4.86,Belgium
1789-06-01,14.835999999999999,1.955,Belgium
1789-07-01,17.461,3.415,Belgium
1789-08-01,17.404999999999998,1.982,Belgium
1789-09-01,13.825,1.661,Belgium
1789-10-01,8.879000000000003,4.141,Belgium
1789-11-01,3.898000000000001,1.547,Belgium
1789-12-01,3.833,2.421,Belgium
1790-01-01,2.353,5.443,Belgium
1790-02-01,4.854,5.7189999999999985,Belgium
1790-03-01,6.481,2.681,Belgium
1790-04-01,6.9670000000000005,3.484,Belgium
1790-05-01,14.380999999999998,2.111,Belgium
1790-06-01,16.389,3.04,Belgium
1790-07-01,16.155,2.218,Belgium
1790-08-01,17.22,2.5980000000000003,Belgium
1790-09-01,12.856,2.48,Belgium
1790-10-01,9.958,3.775,Belgium
1790-11-01,4.632,2.417,Belgium
1790-12-01,3.056,10.368,Belgium
1791-01-01,3.827,8.674,Belgium
1791-02-01,3.138,2.5340000000000003,Belgium
1791-03-01,5.582999999999998,4.309,Belgium
1791-04-01,11.194,2.982,Belgium
1791-05-01,12.065,2.553,Belgium
1791-06-01,15.93,3.294,Belgium
1791-07-01,17.363,2.602,Belgium
1791-08-01,18.445,1.3130000000000002,Belgium
1791-09-01,14.219000000000001,2.761,Belgium
1791-10-01,9.036,1.457,Belgium
1791-11-01,3.7260000000000004,2.978,Belgium
1791-12-01,1.85,2.465,Belgium
1792-01-01,1.643,6.056,Belgium
1792-02-01,1.7919999999999998,3.892,Belgium
1792-03-01,5.8,2.178,Belgium
1792-04-01,11.11,2.496,Belgium
1792-05-01,12.116,1.515,Belgium
1792-06-01,15.49,1.112,Belgium
1792-07-01,17.954,2.7910000000000004,Belgium
1792-08-01,18.409000000000002,2.394,Belgium
1792-09-01,12.87,3.814,Belgium
1792-10-01,9.882,2.508,Belgium
1792-11-01,4.854,3.268,Belgium
1792-12-01,2.9930000000000003,3.676,Belgium
1793-01-01,0.040000000000000036,5.4060000000000015,Belgium
1793-02-01,4.401,6.226,Belgium
1793-03-01,5.183999999999998,4.543,Belgium
1793-04-01,7.321999999999999,3.087,Belgium
1793-05-01,11.851,1.926,Belgium
1793-06-01,14.898,4.357,Belgium
1793-07-01,20.250999999999998,7.84,Belgium
1793-08-01,18.279,6.765,Belgium
1793-09-01,13.074000000000002,2.762,Belgium
1793-10-01,11.41,4.497,Belgium
1793-11-01,5.6370000000000005,6.716,Belgium
1793-12-01,3.909,3.692,Belgium
1794-01-01,0.4909999999999999,6.395,Belgium
1794-02-01,5.79,9.236,Belgium
1794-03-01,7.92,2.296,Belgium
1794-04-01,12.008,2.325,Belgium
1794-05-01,12.521,4.243,Belgium
1794-06-01,16.904,6.393,Belgium
1794-07-01,20.546,8.372,Belgium
1794-08-01,16.925,3.415,Belgium
1794-09-01,13.375,3.017,Belgium
1794-10-01,9.476,2.9410000000000003,Belgium
1794-11-01,6.093,3.193,Belgium
1794-12-01,-0.43400000000000016,2.803,Belgium
1795-01-01,-5.167999999999998,6.8020000000000005,Belgium
1795-02-01,1.3449999999999998,9.182,Belgium
1795-03-01,4.142,2.826,Belgium
1795-04-01,10.265999999999998,3.054,Belgium
1795-05-01,12.48,5.797999999999999,Belgium
1795-06-01,16.507,2.776,Belgium
1795-07-01,15.790999999999999,4.079,Belgium
1795-08-01,17.838,3.241,Belgium
1795-09-01,16.328,4.8580000000000005,Belgium
1795-10-01,12.849,4.102,Belgium
1795-11-01,4.641,3.58,Belgium
1795-12-01,5.564,3.613,Belgium
1796-01-01,6.292999999999999,3.9,Belgium
1796-02-01,3.882,1.661,Belgium
1796-03-01,3.144,3.873,Belgium
1796-04-01,9.521,1.776,Belgium
1796-05-01,12.558,1.275,Belgium
1796-06-01,15.585999999999999,4.7330000000000005,Belgium
1796-07-01,16.855999999999998,3.366,Belgium
1796-08-01,17.825,5.207999999999998,Belgium
1796-09-01,15.884,5.327000000000001,Belgium
1796-10-01,8.777999999999999,1.449,Belgium
1796-11-01,4.195,3.788,Belgium
1796-12-01,-0.9980000000000002,6.165,Belgium
1797-01-01,1.749,9.204,Belgium
1797-02-01,2.5,3.151,Belgium
1797-03-01,4.332999999999998,2.6180000000000003,Belgium
1797-04-01,9.762,4.227,Belgium
1797-05-01,14.257,3.2,Belgium
1797-06-01,14.584000000000001,2.46,Belgium
1797-07-01,19.746,2.8760000000000003,Belgium
1797-08-01,17.877,3.3310000000000004,Belgium
1797-09-01,14.156,5.017,Belgium
1797-10-01,9.014,2.786,Belgium
1797-11-01,5.7139999999999995,3.681,Belgium
1797-12-01,4.3,4.144,Belgium
1798-01-01,1.9140000000000001,1.894,Belgium
1798-02-01,3.6489999999999996,2.569,Belgium
1798-03-01,4.874,2.2430000000000003,Belgium
1798-04-01,10.581,1.511,Belgium
1798-05-01,13.878,5.291,Belgium
1798-06-01,17.500999999999998,2.692,Belgium
